"COMID","Longitude","Latitude","dataset_source"
804901,-68.116479,46.690826,"Maine_DEP_2026"
804895,-68.14282467,46.68790272,"Maine_DEP_2026"
3322374,-69.83640732,44.62965813,"Maine_DEP_2026"
5846294,-70.77855956,43.44602489,"Maine_DEP_2026"
817499,-67.844963,46.124759,"Maine_DEP_2026"
6712577,-70.58293331,44.23028328,"Maine_DEP_2026"
1736986,-68.84047683,44.70935976,"Maine_DEP_2026"
1736860,-68.69887902,44.84136401,"Maine_DEP_2026"
1731402,-68.42891679,45.57587637,"Maine_DEP_2026"
1723323,-69.231121,45.181434,"Maine_DEP_2026"
1722177,-69.465219,45.203909,"Maine_DEP_2026"
811531,-68.013267,46.691734,"Maine_DEP_2026"
816915,-67.84547453,46.49616882,"Maine_DEP_2026"
816453,-67.9072168,46.54518299,"Maine_DEP_2026"
6721357,-70.409304,43.716523,"Maine_DEP_2026"
6721405,-70.32395393,43.70413308,"Maine_DEP_2026"
6722373,-70.4546924,43.78656168,"Maine_DEP_2026"
1736768,-68.829196,44.97162322,"Maine_DEP_2026"
1736772,-68.704441,44.948285,"Maine_DEP_2026"
5203000,-69.233528,44.171375,"Maine_DEP_2026"
19333975,-70.65651179,44.94679266,"Maine_DEP_2026"
6722249,-70.191691,43.807316,"Maine_DEP_2026"
6712579,-70.10253938,44.15569904,"Maine_DEP_2026"
9314837,-70.515784,43.511024,"Maine_DEP_2026"
5196690,-67.47794585,45.26764865,"Maine_DEP_2026"
5845850,-70.82889905,43.24336158,"Maine_DEP_2026"
3322532,-69.77964846,44.52753725,"Maine_DEP_2026"
3322378,-69.30437099,44.51689027,"Maine_DEP_2026"
3323254,-70.516187,44.858203,"Maine_DEP_2026"
3321652,-69.354799,44.61383,"Maine_DEP_2026"
3321132,-69.298552,44.587053,"Maine_DEP_2026"
3321228,-69.29652,44.576333,"Maine_DEP_2026"
6722221,-70.41866855,43.87212511,"Maine_DEP_2026"
6722321,-70.57790552,43.86610497,"Maine_DEP_2026"
3321848,-69.2487629,44.85468356,"Maine_DEP_2026"
3322228,-69.473636,44.627928,"Maine_DEP_2026"
3322078,-69.423762,44.693454,"Maine_DEP_2026"
3322462,-69.616922,44.538768,"Maine_DEP_2026"
3321980,-69.343592,44.750233,"Maine_DEP_2026"
3322242,-69.480508,44.623039,"Maine_DEP_2026"
3322116,-69.428525,44.689387,"Maine_DEP_2026"
5203956,-69.275539,44.203068,"Maine_DEP_2026"
5203834,-69.43276707,44.36136183,"Maine_DEP_2026"
1737110,-68.793768,44.601446,"Maine_DEP_2026"
817465,-67.803029,46.174884,"Maine_DEP_2026"
5203814,-69.350289,44.39429,"Maine_DEP_2026"
4288379,-69.023756,47.089169,"Maine_DEP_2026"
4287727,-68.384798,47.303266,"Maine_DEP_2026"
1738044,-69.156216,44.54062,"Maine_DEP_2026"
2681542,-68.999504,44.525447,"Maine_DEP_2026"
3325478,-69.6581192,44.32445224,"Maine_DEP_2026"
3320972,-69.419888,44.691048,"Maine_DEP_2026"
3322636,-69.33230126,44.64679801,"Maine_DEP_2026"
3322626,-69.41339448,44.83869922,"Maine_DEP_2026"
3326456,-70.04341,44.273764,"Maine_DEP_2026"
21481676,-81.35394,27.91292,"WQP_USA_2026"
21484512,-81.353739,27.89404,"WQP_USA_2026"
21484512,-81.346961,27.86965599,"WQP_USA_2026"
21484512,-81.34875629,27.87347732,"WQP_USA_2026"
21484512,-81.34838763,27.87435252,"WQP_USA_2026"
21484512,-81.370102,27.89547399,"WQP_USA_2026"
21484512,-81.372798,27.90197799,"WQP_USA_2026"
21484512,-81.3718824,27.90558909,"WQP_USA_2026"
17014973,-107.891944,37.126944,"WQP_USA_2026"
17014887,-107.878685,37.187051,"WQP_USA_2026"
17015297,-107.8754,37.03226,"WQP_USA_2026"
17015259,-107.867906,37.062072,"WQP_USA_2026"
22440412,-110.90587,33.91355,"WQP_USA_2026"
20454068,-111.7533521,34.645914,"WQP_USA_2026"
21356397,-109.1521,33.20795,"WQP_USA_2026"
15934431,-110.10894,31.47057,"WQP_USA_2026"
4915734,-114.03293,36.80573,"WQP_USA_2026"
21438257,-114.5197,34.74043,"WQP_USA_2026"
10003808,-114.59878,33.48711,"WQP_USA_2026"
20453270,-111.72787,34.90988,"WQP_USA_2026"
20436512,-111.6174861,34.40335875,"WQP_USA_2026"
20435258,-111.6845951,34.53840644,"WQP_USA_2026"
20435606,-111.7419495,34.51827839,"WQP_USA_2026"
20435376,-111.8223842,34.51209936,"WQP_USA_2026"
20437172,-111.4535114,34.24171142,"WQP_USA_2026"
20439510,-111.4815466,33.80567225,"WQP_USA_2026"
945040067,-109.1595159,32.76890662,"WQP_USA_2026"
21355827,-109.1956398,33.2920045,"WQP_USA_2026"
15932661,-110.166736,31.61155916,"WQP_USA_2026"
20436776,-111.2850795,34.35061706,"WQP_USA_2026"
15932827,-110.1367885,31.55029839,"WQP_USA_2026"
21329099,-109.7879804,32.6991302,"WQP_USA_2026"
15918699,-110.7287862,32.85892104,"WQP_USA_2026"
20467340,-112.88126,34.8938,"WQP_USA_2026"
21435149,-114.73015,35.9483,"WQP_USA_2026"
945030206,-114.02069,34.26614,"WQP_USA_2026"
10003808,-114.5986,33.48702,"WQP_USA_2026"
945030190,-114.67224,33.25861,"WQP_USA_2026"
21413721,-114.56576,32.72092,"WQP_USA_2026"
10004898,-114.49694,32.98995,"WQP_USA_2026"
21412735,-114.53131,32.74077,"WQP_USA_2026"
937020561,-93.231477,44.844547,"WQP_USA_2026"
21747683,-111.15572,34.46157,"WQP_USA_2026"
20493827,-109.32676,33.73862,"WQP_USA_2026"
20585718,-109.30257,34.21578,"WQP_USA_2026"
22326605,-93.537845,47.165225,"WQP_USA_2026"
13216112,-91.21645,43.500363,"WQP_USA_2026"
7083806,-96.49442,48.71724,"WQP_USA_2026"
7083392,-96.922333,48.760035,"WQP_USA_2026"
937010724,-93.04932,44.934203,"WQP_USA_2026"
1101428,-92.873407,44.765961,"WQP_USA_2026"
1104210,-93.13003,44.918639,"WQP_USA_2026"
1101440,-92.995679,44.773681,"WQP_USA_2026"
1104324,-93.007767,44.859582,"WQP_USA_2026"
1104326,-93.01605,44.882698,"WQP_USA_2026"
1104294,-93.015566,44.774304,"WQP_USA_2026"
1104280,-93.006866,44.814432,"WQP_USA_2026"
1104246,-93.193958,44.905849,"WQP_USA_2026"
22328043,-94.711,47.453,"WQP_USA_2026"
4798248,-90.90199,47.547018,"WQP_USA_2026"
18275747,-107.388575,41.08274,"WQP_USA_2026"
22326555,-93.612317,47.19922,"WQP_USA_2026"
2124904,-91.53606,44.02332,"WQP_USA_2026"
22328137,-94.971638,47.39378,"WQP_USA_2026"
2723135,-93.81419,45.32016,"WQP_USA_2026"
2723239,-93.685621,45.305158,"WQP_USA_2026"
2118562,-91.6371,44.0567,"WQP_USA_2026"
1878185,-92.092785,44.410198,"WQP_USA_2026"
1878133,-92.290317,44.487584,"WQP_USA_2026"
2456318,-91.25816,43.80923,"WQP_USA_2026"
22327901,-94.906574,47.451119,"WQP_USA_2026"
1104098,-93.2732,44.9932,"WQP_USA_2026"
4841888,-93.484444,46.709444,"WQP_USA_2026"
4973611,-94.18272,45.59723,"WQP_USA_2026"
13208332,-91.2334,43.57581,"WQP_USA_2026"
2725063,-94.051301,45.434703,"WQP_USA_2026"
4836950,-93.274436,47.023084,"WQP_USA_2026"
4836810,-93.486839,47.216222,"WQP_USA_2026"
4836768,-93.592809,47.250893,"WQP_USA_2026"
2721591,-94.140705,45.517842,"WQP_USA_2026"
1875229,-92.568169,44.602348,"WQP_USA_2026"
1875273,-92.459991,44.563188,"WQP_USA_2026"
1875225,-92.642098,44.652178,"WQP_USA_2026"
1875101,-92.619241,44.613298,"WQP_USA_2026"
2456344,-91.246194,43.776342,"WQP_USA_2026"
4858881,-94.334806,46.074417,"WQP_USA_2026"
4853489,-93.955889,46.54425,"WQP_USA_2026"
4858823,-94.331389,46.281389,"WQP_USA_2026"
4860533,-94.38348,45.961727,"WQP_USA_2026"
4858779,-94.211255,46.360681,"WQP_USA_2026"
4858773,-94.15672,46.40732,"WQP_USA_2026"
1101464,-92.814781,44.748188,"WQP_USA_2026"
15985547,-106.4614,41.1497,"WQP_USA_2026"
166766511,-90.064029,48.049924,"WQP_USA_2026"
4793982,-90.38301,48.053315,"WQP_USA_2026"
4798158,-90.847694,47.639556,"WQP_USA_2026"
4797202,-90.307112,47.929219,"WQP_USA_2026"
4804106,-91.2337,47.4242,"WQP_USA_2026"
4803990,-91.246044,47.4147,"WQP_USA_2026"
4802672,-91.113355,47.503471,"WQP_USA_2026"
18345879,-110.01225,43.35077,"WQP_USA_2026"
18302986,-109.51511,42.34264,"WQP_USA_2026"
17481981,-105.505137,42.214352,"WQP_USA_2026"
2723231,-93.535499,45.25503,"WQP_USA_2026"
5377634,-106.26974,44.72544,"WQP_USA_2026"
3060620,-110.95762,44.64907,"WQP_USA_2026"
5335951,-107.09137,44.75508,"WQP_USA_2026"
12802936,-108.12365,44.58647,"WQP_USA_2026"
23123719,-110.20978,43.7342,"WQP_USA_2026"
24432663,-110.64496,43.42933,"WQP_USA_2026"
12842986,-108.58603,43.72966,"WQP_USA_2026"
7083380,-96.88681,48.76562,"WQP_USA_2026"
15982379,-107.17872,41.48795,"WQP_USA_2026"
4268798,-109.36457,44.94782,"WQP_USA_2026"
22095103,-104.94612,42.47809,"WQP_USA_2026"
22095185,-104.90809,42.36369,"WQP_USA_2026"
5351761,-106.65977,43.70398,"WQP_USA_2026"
17483051,-105.261563,42.005618,"WQP_USA_2026"
9388875,-104.20883,43.61835,"WQP_USA_2026"
17494057,-106.0144468,41.124377,"WQP_USA_2026"
22105371,-106.173,42.729,"WQP_USA_2026"
17475863,-104.59,41.62,"WQP_USA_2026"
22329511,-95.170548,47.335958,"WQP_USA_2026"
22329223,-95.158181,47.239728,"WQP_USA_2026"
22593695,-116.194546,33.717253,"WQP_USA_2026"
18352659,-110.36055,42.42099,"WQP_USA_2026"
7881510,-110.97992,41.69606,"WQP_USA_2026"
5450032,-104.23228,44.85475,"WQP_USA_2026"
1758798,-92.111196,46.84723,"WQP_USA_2026"
1758788,-92.099949,46.856585,"WQP_USA_2026"
1758788,-92.11111,46.85166,"WQP_USA_2026"
1758788,-92.096639,46.856891,"WQP_USA_2026"
1758788,-92.103214,46.855012,"WQP_USA_2026"
1758798,-92.092966,46.838223,"WQP_USA_2026"
1758788,-92.112625,46.852151,"WQP_USA_2026"
1758798,-92.100475,46.841773,"WQP_USA_2026"
21331401,-109.83841,32.92038,"WQP_USA_2026"
21438275,-114.47841,34.71448,"WQP_USA_2026"
945030302,-114.57068,35.15629,"WQP_USA_2026"
3529001,-111.54888,36.8433,"WQP_USA_2026"
9509262,-73.744182,40.814226,"WQP_USA_2026"
9496274,-72.658648,40.82763,"WQP_USA_2026"
9496458,-72.90694,40.83,"WQP_USA_2026"
9498334,-73.15167,40.76306,"WQP_USA_2026"
9496440,-72.76472,40.90361,"WQP_USA_2026"
9499660,-73.24427,40.72747,"WQP_USA_2026"
9498456,-73.30024,40.70454,"WQP_USA_2026"
6240217,-73.70697701,41.05156398,"WQP_USA_2026"
6240163,-73.73694239,41.1299565,"WQP_USA_2026"
7732053,-73.56725819,41.21225334,"WQP_USA_2026"
7731895,-73.52884737,41.24223008,"WQP_USA_2026"
6241835,-73.821995,40.95944,"WQP_USA_2026"
7732171,-73.62472,41.19389,"WQP_USA_2026"
7732037,-73.55305,41.2125,"WQP_USA_2026"
18349981,-110.189433,42.510979,"WQP_USA_2026"
10313578,-73.72734833,43.34920502,"WQP_USA_2026"
10313540,-73.2804545,43.51460855,"WQP_USA_2026"
10311426,-73.50966625,44.1301713,"WQP_USA_2026"
9523103,-73.90154443,44.47170412,"WQP_USA_2026"
10313430,-73.25663686,43.42376421,"WQP_USA_2026"
17483099,-105.12071,42.059701,"WQP_USA_2026"
9500186,-73.54991245,40.7092669,"WQP_USA_2026"
7734159,-73.60453916,41.16671604,"WQP_USA_2026"
7734183,-73.69329,41.1728,"WQP_USA_2026"
9422421,-76.0758776,42.76981384,"WQP_USA_2026"
8085401,-75.36353552,42.62427783,"WQP_USA_2026"
8102919,-76.32957546,42.1392649,"WQP_USA_2026"
9421073,-75.71544084,42.82350276,"WQP_USA_2026"
5372621,-106.94448,44.11833,"WQP_USA_2026"
8084479,-74.69408607,42.63562301,"WQP_USA_2026"
8085113,-75.28691269,42.78758568,"WQP_USA_2026"
15953660,-108.675511,42.389221,"WQP_USA_2026"
5380286,-106.68274,44.37745,"WQP_USA_2026"
8087255,-75.53128401,42.20068897,"WQP_USA_2026"
9420203,-75.57490014,42.72003918,"WQP_USA_2026"
8085255,-75.31953229,42.68493002,"WQP_USA_2026"
9419949,-75.5096638,42.79262721,"WQP_USA_2026"
9420613,-75.88305562,42.56656271,"WQP_USA_2026"
8102247,-76.31128869,42.08674205,"WQP_USA_2026"
9422007,-76.13313689,42.67841277,"WQP_USA_2026"
8087595,-75.73136709,42.02255775,"WQP_USA_2026"
8084083,-74.66345137,42.54399803,"WQP_USA_2026"
8083769,-74.97221428,42.66393539,"WQP_USA_2026"
8085057,-75.13548015,42.82630832,"WQP_USA_2026"
17482635,-105.320431,42.005215,"WQP_USA_2026"
9423747,-75.7466886,42.29951519,"WQP_USA_2026"
9423251,-75.79894,42.35234,"WQP_USA_2026"
8093147,-74.982333,42.50716,"WQP_USA_2026"
8084415,-74.920908,42.844144,"WQP_USA_2026"
12897994,-109.592263,43.754961,"WQP_USA_2026"
9524451,-74.38104881,44.30805724,"WQP_USA_2026"
9528545,-73.7475662,44.13986889,"WQP_USA_2026"
9522557,-74.1007924,44.52397058,"WQP_USA_2026"
9528551,-73.87298023,44.07736909,"WQP_USA_2026"
23123909,-110.575,44.3196,"WQP_USA_2026"
9521113,-73.804081,44.89464,"WQP_USA_2026"
9524861,-74.148192,44.345885,"WQP_USA_2026"
18299718,-109.188267,42.620102,"WQP_USA_2026"
17493249,-105.703132,41.60306,"WQP_USA_2026"
10313462,-73.29125819,43.36534832,"WQP_USA_2026"
10312312,-73.49250485,43.81084806,"WQP_USA_2026"
9528321,-73.40583678,44.25255378,"WQP_USA_2026"
9521243,-73.90435573,44.6206478,"WQP_USA_2026"
9524343,-74.19189783,44.38048969,"WQP_USA_2026"
9528089,-73.92147666,44.30415257,"WQP_USA_2026"
9528283,-73.71493,44.377233,"WQP_USA_2026"
9528345,-73.58552,44.22003,"WQP_USA_2026"
9524325,-74.08426,44.40855,"WQP_USA_2026"
4269482,-109.494,44.8456,"WQP_USA_2026"
9528313,-73.59523152,44.29936068,"WQP_USA_2026"
9521323,-73.67208321,44.94929437,"WQP_USA_2026"
9521165,-73.78515353,44.86543375,"WQP_USA_2026"
9521341,-73.47067397,44.84481427,"WQP_USA_2026"
5336127,-107.48174,44.69916,"WQP_USA_2026"
17506152,-104.35275,42.09892,"WQP_USA_2026"
8085321,-75.07395877,42.68332788,"WQP_USA_2026"
8102867,-76.73452,42.37144,"WQP_USA_2026"
8088049,-75.73777557,42.09853613,"WQP_USA_2026"
15983343,-106.8208,41.406607,"WQP_USA_2026"
12803788,-107.52444,44.51483,"WQP_USA_2026"
15963456,-106.24928,41.96586,"WQP_USA_2026"
15954080,-108.746481,42.341387,"WQP_USA_2026"
9528399,-73.49838188,44.42783199,"WQP_USA_2026"
9524799,-74.35877265,44.29821804,"WQP_USA_2026"
9524701,-74.26372611,44.37827747,"WQP_USA_2026"
9524381,-74.30017073,44.34623877,"WQP_USA_2026"
9527397,-73.60865209,44.6176516,"WQP_USA_2026"
9524745,-74.08088221,44.33060028,"WQP_USA_2026"
9521101,-73.42273853,44.87812869,"WQP_USA_2026"
17476565,-104.236082,41.525159,"WQP_USA_2026"
9496814,-72.5590759,40.88023798,"WQP_USA_2026"
9499614,-73.12,40.82375,"WQP_USA_2026"
9507734,-72.454276,41.067122,"WQP_USA_2026"
932030140,-73.75509569,41.07602727,"WQP_USA_2026"
6241969,-73.851563,40.961554,"WQP_USA_2026"
10907169,-105.39352,43.95135,"WQP_USA_2026"
1777384,-92.238608,46.656595,"WQP_USA_2026"
15511274,-74.84642052,43.78552278,"WQP_USA_2026"
15515434,-75.11883545,43.5911293,"WQP_USA_2026"
15514600,-75.060537,43.894192,"WQP_USA_2026"
15515336,-75.162041,43.94972,"WQP_USA_2026"
1777384,-92.23873,46.65794,"WQP_USA_2026"
1777384,-92.240102,46.658433,"WQP_USA_2026"
1777384,-92.240161,46.658481,"WQP_USA_2026"
1777384,-92.24003,46.65738,"WQP_USA_2026"
1777384,-92.238361,46.657839,"WQP_USA_2026"
1777384,-92.233022,46.65701,"WQP_USA_2026"
1777384,-92.227015,46.653656,"WQP_USA_2026"
1777384,-92.235846,46.657026,"WQP_USA_2026"
1777384,-92.235325,46.657068,"WQP_USA_2026"
1777384,-92.232522,46.656828,"WQP_USA_2026"
15514078,-75.221461,43.506198,"WQP_USA_2026"
15517520,-75.15278,43.45528,"WQP_USA_2026"
15514032,-75.34527,43.52194,"WQP_USA_2026"
15517488,-75.014745,43.4507,"WQP_USA_2026"
15510638,-74.70834,43.67611,"WQP_USA_2026"
15510564,-74.813651,43.712444,"WQP_USA_2026"
6244480,-73.9951748,41.18426127,"WQP_USA_2026"
15513088,-75.546073,43.7903,"WQP_USA_2026"
15510434,-74.851371,43.80832,"WQP_USA_2026"
932030039,-74.20866553,41.23850038,"WQP_USA_2026"
15513520,-75.34291,43.67705,"WQP_USA_2026"
6229326,-73.808378,41.438884,"WQP_USA_2026"
6217896,-74.05407,41.29072,"WQP_USA_2026"
6228580,-73.74853003,41.38505351,"WQP_USA_2026"
6216240,-73.9936069,41.33106023,"WQP_USA_2026"
15513006,-75.65334,43.82389,"WQP_USA_2026"
15512584,-75.59111,43.93028,"WQP_USA_2026"
15513342,-75.70138,43.723389,"WQP_USA_2026"
15512394,-75.92416,43.98944,"WQP_USA_2026"
26408236,-74.12168288,41.22497387,"WQP_USA_2026"
15512608,-75.366559,43.910741,"WQP_USA_2026"
15514254,-75.50738,43.937194,"WQP_USA_2026"
6228424,-73.66397,41.46559,"WQP_USA_2026"
6227392,-73.7232969,41.32163033,"WQP_USA_2026"
6201918,-74.35135967,41.40312012,"WQP_USA_2026"
6217820,-74.20970316,41.45687218,"WQP_USA_2026"
8117833,-76.81889,42.16833,"WQP_USA_2026"
8110719,-77.364734,42.080158,"WQP_USA_2026"
8117983,-76.68656,42.10146,"WQP_USA_2026"
8117117,-77.510048,42.563225,"WQP_USA_2026"
8117925,-76.811108,42.122616,"WQP_USA_2026"
8118901,-77.136042,42.355513,"WQP_USA_2026"
8110911,-77.45244,42.24891,"WQP_USA_2026"
8110591,-77.407,42.199,"WQP_USA_2026"
8118867,-77.426762,42.411703,"WQP_USA_2026"
8119141,-77.50321,42.49526,"WQP_USA_2026"
6186200,-73.739952,42.697202,"WQP_USA_2026"
6187242,-74.1170123,42.74742722,"WQP_USA_2026"
8110563,-77.547768,42.264939,"WQP_USA_2026"
8118979,-77.065257,42.291184,"WQP_USA_2026"
8110981,-77.128563,42.019592,"WQP_USA_2026"
8119065,-77.10477,42.16751,"WQP_USA_2026"
6186264,-73.43064,42.72036,"WQP_USA_2026"
6185978,-73.57948004,42.53534436,"WQP_USA_2026"
6185884,-73.56111065,42.63420703,"WQP_USA_2026"
7709768,-73.45195826,42.36520012,"WQP_USA_2026"
6200320,-74.03964,41.84765,"WQP_USA_2026"
6189776,-74.037409,42.199458,"WQP_USA_2026"
6189010,-73.79437954,42.0620013,"WQP_USA_2026"
6212846,-73.64352587,41.86617655,"WQP_USA_2026"
8119199,-77.100706,42.444741,"WQP_USA_2026"
6212732,-73.66290619,41.6108603,"WQP_USA_2026"
6188680,-73.940247,42.180528,"WQP_USA_2026"
6188948,-73.74611,42.31972,"WQP_USA_2026"
6188522,-73.90471,42.25639,"WQP_USA_2026"
6211790,-73.744283,41.783264,"WQP_USA_2026"
6212484,-73.933888,41.708764,"WQP_USA_2026"
6200052,-74.331,41.628,"WQP_USA_2026"
6227524,-73.98634,41.30103,"WQP_USA_2026"
6212500,-73.736386,41.662908,"WQP_USA_2026"
6189556,-74.03584,42.41278,"WQP_USA_2026"
6188320,-73.80139,42.3905,"WQP_USA_2026"
6201874,-74.418355,41.438813,"WQP_USA_2026"
6227362,-73.76472,41.33306,"WQP_USA_2026"
6199854,-74.21083,41.796212,"WQP_USA_2026"
6230332,-74.025626,41.242193,"WQP_USA_2026"
6185884,-73.571242,42.623612,"WQP_USA_2026"
8201803,-121.751,36.709,"WQP_USA_2026"
8288668,-123.5080272,39.66699868,"WQP_USA_2026"
8287676,-123.5045329,39.67188803,"WQP_USA_2026"
8288668,-123.5004531,39.67187209,"WQP_USA_2026"
4481015,-74.912663,40.141702,"WQP_USA_2026"
4489040,-75.020498,40.0436,"WQP_USA_2026"
4151748,-74.86,41.2195,"WQP_USA_2026"
2588461,-75.1852,40.67934,"WQP_USA_2026"
2590277,-74.82188,40.24218,"WQP_USA_2026"
2619258,-74.9864,41.4859,"WQP_USA_2026"
4188251,-75.20662,40.688896,"WQP_USA_2026"
2588431,-75.188,40.7582,"WQP_USA_2026"
2590249,-74.859305,40.27952,"WQP_USA_2026"
4655442,-75.52657,39.73692,"WQP_USA_2026"
4652144,-75.55027,39.73484,"WQP_USA_2026"
21978203,-76.95395,42.68037,"WQP_USA_2026"
15567933,-78.638021,43.095496,"WQP_USA_2026"
15559925,-78.71185,43.27785,"WQP_USA_2026"
6241853,-73.8686,40.88,"WQP_USA_2026"
22290559,-73.658308,42.809122,"WQP_USA_2026"
22290557,-73.66137,42.82274,"WQP_USA_2026"
22744315,-73.858617,42.820624,"WQP_USA_2026"
22744315,-73.877313,42.838248,"WQP_USA_2026"
21625911,-76.456671,43.485876,"WQP_USA_2026"
21625911,-76.449,43.486561,"WQP_USA_2026"
21628053,-76.118139,43.561222,"WQP_USA_2026"
21624089,-76.09444,43.55,"WQP_USA_2026"
15537879,-77.625736,43.203609,"WQP_USA_2026"
15537879,-77.620746,43.198389,"WQP_USA_2026"
15567989,-78.99999,43.065745,"WQP_USA_2026"
15571665,-78.988048,43.064778,"WQP_USA_2026"
15568143,-79.051793,43.228233,"WQP_USA_2026"
6240219,-73.709901,41.04572,"WQP_USA_2026"
6240387,-73.713759,41.080496,"WQP_USA_2026"
6240387,-73.717583,41.067479,"WQP_USA_2026"
3247040,-74.26334,42.8,"WQP_USA_2026"
8102921,-76.055787,42.09097,"WQP_USA_2026"
9422095,-76.15861,42.59861,"WQP_USA_2026"
9528405,-73.575255,44.464375,"WQP_USA_2026"
9528001,-73.390881,44.36389,"WQP_USA_2026"
22289895,-73.39111,42.95139,"WQP_USA_2026"
22751957,-73.69667,42.77833,"WQP_USA_2026"
8086663,-75.405,42.37722,"WQP_USA_2026"
15576459,-78.86787,42.86194,"WQP_USA_2026"
22304861,-73.9825,43.70083,"WQP_USA_2026"
21972770,-76.47166,43.39806,"WQP_USA_2026"
15514728,-75.925,43.98472,"WQP_USA_2026"
15448784,-74.556944,44.939851,"WQP_USA_2026"
9521459,-73.45085,44.697538,"WQP_USA_2026"
22288359,-73.59049,43.29655,"WQP_USA_2026"
6200432,-74.1657,41.687831,"WQP_USA_2026"
6206824,-74.074282,41.846178,"WQP_USA_2026"
21624117,-76.03806,43.53111,"WQP_USA_2026"
4151524,-74.69695,41.37194,"WQP_USA_2026"
4151216,-74.6002,41.4422,"WQP_USA_2026"
2614238,-75.40138,42.08,"WQP_USA_2026"
15550135,-77.94654,42.11866,"WQP_USA_2026"
15537879,-77.61639,43.22722,"WQP_USA_2026"
8110889,-77.68267,42.33567,"WQP_USA_2026"
8118503,-76.63499,42.00278,"WQP_USA_2026"
21991043,-76.16345,43.05778,"WQP_USA_2026"
15515322,-75.30666,43.51167,"WQP_USA_2026"
22741603,-74.84055,43.03778,"WQP_USA_2026"
6186216,-73.758796,42.619495,"WQP_USA_2026"
8969860,-78.71793,42.15716,"WQP_USA_2026"
15445117,-79.20303,42.11245,"WQP_USA_2026"
15558653,-77.742,43.254,"WQP_USA_2026"
15548127,-77.84183,42.73598,"WQP_USA_2026"
4495952,-75.139119,39.949887,"WQP_USA_2026"
4784837,-75.2059,39.91316,"WQP_USA_2026"
4496142,-75.313876,39.86994,"WQP_USA_2026"
4488288,-74.989468,40.032619,"WQP_USA_2026"
4481913,-74.879414,40.082147,"WQP_USA_2026"
4481837,-74.818381,40.129409,"WQP_USA_2026"
4481917,-74.909043,40.075873,"WQP_USA_2026"
166754167,-75.364924,39.824416,"WQP_USA_2026"
4481739,-74.7585,40.189096,"WQP_USA_2026"
17665505,-121.764,36.8922,"WQP_USA_2026"
15476223,-75.078952,44.846933,"WQP_USA_2026"
15489190,-75.32139,44.58917,"WQP_USA_2026"
24537862,-122.4018,47.6663,"WQP_USA_2026"
23989541,-122.37868,47.63237,"WQP_USA_2026"
23989501,-122.43469,47.25919,"WQP_USA_2026"
23989467,-122.61066,47.16998,"WQP_USA_2026"
23989091,-122.69671,47.64279,"WQP_USA_2026"
2805279,-122.25,37.5644,"WQP_USA_2026"
NA,-122.124,37.4764,"WQP_USA_2026"
948050049,-122.146,37.5949,"WQP_USA_2026"
15810649,-85.336281,33.74139,"Viticoski_2022"
22035565,-85.574866,33.30686,"Viticoski_2022"
21717776,-85.898041,32.44973,"Viticoski_2022"
21719238,-86.202964,32.45539,"Viticoski_2022"
21687040,-86.315984,32.43579,"Viticoski_2022"
15823211,-85.355577,34.24861,"Viticoski_2022"
22199843,-85.995171,34.01274,"Viticoski_2022"
26132567,-86.026126,33.94254,"Viticoski_2022"
22276358,-86.515252,32.95371,"Viticoski_2022"
22276676,-86.206968,32.53842,"Viticoski_2022"
21687086,-86.408425,32.41137,"Viticoski_2022"
21687358,-86.997498,32.38676,"Viticoski_2022"
21456714,-87.391959,32.11354,"Viticoski_2022"
21459150,-87.412779,31.96977,"Viticoski_2022"
18239683,-87.516747,31.54806,"Viticoski_2022"
21654166,-86.599476,33.62233,"Viticoski_2022"
21655446,-86.714251,33.432234,"Viticoski_2022"
21656498,-86.813929,33.36338,"Viticoski_2022"
21662014,-87.241447,32.66811,"Viticoski_2022"
21662438,-87.100699,32.33574,"Viticoski_2022"
3298592,-85.18144,32.87525,"Viticoski_2022"
3298638,-85.16551,32.80982,"Viticoski_2022"
3434274,-84.99634,32.47258,"Viticoski_2022"
3434284,-84.97725,32.44418,"Viticoski_2022"
3438478,-85.00274,32.3466,"Viticoski_2022"
2306739,-85.05576,31.60425,"Viticoski_2022"
2310423,-85.10737,31.25454,"Viticoski_2022"
2312915,-85.00608,30.97369,"Viticoski_2022"
2188031,-85.61102,31.34329,"Viticoski_2022"
2189583,-85.68851,31.23624,"Viticoski_2022"
2189589,-85.73809,31.23437,"Viticoski_2022"
2189789,-85.831,31.1094,"Viticoski_2022"
2242015,-85.8427,30.95009,"Viticoski_2022"
894557,-86.537368,31.01008,"Viticoski_2022"
2377167,-86.04752,31.80399,"Viticoski_2022"
2378189,-86.52942,31.34793,"Viticoski_2022"
2411086,-86.79932,31.16392,"Viticoski_2022"
2414062,-87.16185,31.00753,"Viticoski_2022"
18631086,-88.237942,33.080575,"Viticoski_2022"
18634132,-88.114504,32.69454,"Viticoski_2022"
18546528,-88.001152,32.45043,"Viticoski_2022"
18546630,-88.01178,32.17152,"Viticoski_2022"
21642356,-87.989013,31.256707,"Viticoski_2022"
18567419,-87.142727,33.5747,"Viticoski_2022"
18592112,-87.17578,33.66304,"Viticoski_2022"
18224447,-87.24052,33.52678,"Viticoski_2022"
18206646,-87.66532,33.11957,"Viticoski_2022"
18206728,-87.63816,33.01125,"Viticoski_2022"
18211160,-87.74452,32.58716,"Viticoski_2022"
